(PDH-CSV 4.0) (AUS Eastern Standard Time)(-600),\\DESKTOP-0I0PA3Q\IPv4\Datagrams Received/sec,\\DESKTOP-0I0PA3Q\IPv4\Datagrams Sent/sec,\\DESKTOP-0I0PA3Q\Memory\% Committed Bytes In Use,\\DESKTOP-0I0PA3Q\Memory\Cache Bytes,\\DESKTOP-0I0PA3Q\Network Adapter(Killer Wireless-n_a_ac 1535 Wireless Network Adapter)\Bytes Received/sec,\\DESKTOP-0I0PA3Q\Network Adapter(Killer Wireless-n_a_ac 1535 Wireless Network Adapter)\Bytes Sent/sec,\\DESKTOP-0I0PA3Q\Network Adapter(Killer Wireless-n_a_ac 1535 Wireless Network Adapter)\TCP Active RSC Connections,\\DESKTOP-0I0PA3Q\Processor(_Total)\% Processor Time,\\DESKTOP-0I0PA3Q\Processor Information(_Total)\% Processor Performance,\\DESKTOP-0I0PA3Q\Processor Performance(PPM_Processor_0)\Processor Frequency,\\DESKTOP-0I0PA3Q\Processor Performance(PPM_Processor_1)\Processor Frequency,\\DESKTOP-0I0PA3Q\Processor Performance(PPM_Processor_2)\Processor Frequency,\\DESKTOP-0I0PA3Q\Processor Performance(PPM_Processor_3)\Processor Frequency,\\DESKTOP-0I0PA3Q\TCPv4\Connections Active,latency,
22:57.8,30.10693686,30.10693686,47.76024091,141815808,3796.484738,2489.843678,0,39.63908424,42.96622815,1500,1500,1500,1500,11694,0.355425119,
22:58.8,30.11728776,30.11728776,47.76749312,141824000,3797.789986,2490.699698,0,40.39600742,41.68556069,1500,1500,1500,1500,11700,0.332494974,
22:59.8,20.86262735,19.8691689,47.77352592,141791232,2559.148955,1643.180268,0,31.29204461,45.25340639,400,400,400,400,11704,0.31682992,
23:00.8,30.15325733,30.15325733,47.8128675,141828096,3802.325749,2493.674381,0,41.90594134,43.633063,1500,1500,1500,1500,11710,0.347485781,
23:01.8,30.7844979,30.7844979,47.80988319,142090240,3810.326402,2517.37749,0,37.50905956,42.55215831,1500,1500,2200,1500,11716,0.382444143,
23:02.8,32.12177072,35.13318673,47.81957419,142385152,4038.308863,2841.772904,0,43.57718255,41.90102497,1500,1500,2200,1500,11723,0.317556858,
23:03.8,42.29526699,42.29526699,47.83542635,142061568,8060.269451,4411.799159,0,36.66174589,45.35735207,1500,1500,1500,1500,11730,0.374069214,
23:04.8,20.8183181,19.82696962,47.83555471,142102528,2553.713687,1639.690388,0,33.39990617,42.83782609,1500,1500,2300,1500,11734,0.339841843,
23:05.8,31.26309511,31.26309511,47.85034793,142102528,3869.564384,2556.51439,0,38.14647139,41.76624661,1300,1300,1300,1300,11740,0.44350791,
23:06.8,13.88897488,13.88897488,47.85946131,142106624,1997.036173,1217.269441,0,33.32227124,40.09376542,1500,1500,1500,1500,11742,0.330060005,
23:07.8,0,2.003878463,47.85461581,142106624,0,120.2327078,0,22.90889234,30.12992674,400,400,400,400,11743,0.325985909,
23:08.8,1.00476158,1.00476158,47.85907624,142077952,622.9521793,108.5142506,0,24.64694078,35.40514396,1300,1300,1300,1300,11743,0.342204094,
23:09.8,1.003167709,1.003167709,47.85753594,142077952,96.30410011,96.30410011,0,19.66967491,30.4493939,400,400,400,400,11743,0.391320944,
23:10.8,16.82879174,17.81872067,47.86109786,142110720,1817.509508,1530.43012,0,22.28661306,31.99610155,400,400,400,400,11746,0.314256191,
23:11.8,22.02652224,21.02531668,47.86851051,142110720,3157.802324,1722.073557,0,33.49888616,38.24828747,1300,1300,1300,1300,11750,0.333570004,
23:12.8,22.02692193,21.02569821,47.86812543,142852096,3157.859626,1722.104806,0,32.7471908,43.34725394,1500,1500,1500,1500,11754,0.325882912,
23:13.8,22.08882432,21.08478685,47.89565814,142405632,3166.734178,1726.944447,0,35.63517197,45.52766977,1500,1500,1500,1500,11758,0.322011948,
23:14.8,21.78253986,20.79242441,47.92046322,142667776,3122.824123,1702.998571,0,35.45430673,43.89392659,2100,2100,2100,2100,11762,0.401162148,
23:15.8,32.51787886,31.50169515,47.93461465,142671872,4486.451099,2588.219921,0,41.25136398,43.87669159,1500,1500,1500,1500,11768,0.318888903,
23:16.8,20.76160273,20.76160273,47.94481908,142675968,2546.756602,1688.610355,0,34.34082015,47.46473206,1500,1500,2500,2500,11772,0.319117069,
23:17.8,31.17407729,31.17407729,47.95826453,142680064,3858.546276,2549.23503,0,35.1925417,45.24932867,1500,1500,1500,1500,11778,0.322912931,
23:18.8,30.13933708,30.13933708,47.96837269,142680064,3800.570406,2492.523177,0,42.70108384,42.78930968,500,500,500,500,11784,0.361099005,
23:19.8,19.7775545,20.76643222,47.97642712,142684160,2493.949622,1689.992032,0,33.93461911,42.92114147,1500,1500,1500,1500,11788,0.324676991,
23:20.8,22.13100913,21.12505417,47.97347489,142684160,3172.781946,1730.242532,0,23.37323286,37.88233998,400,400,400,400,11792,0.660222054,
23:21.8,22.0623023,21.05947037,47.99025765,142360576,3162.931884,1724.870907,0,39.29874851,44.65803638,1500,1500,2701,2701,11796,0.378000975,
23:22.8,31.70170882,30.71103042,47.98393605,142397440,4373.845139,2523.257887,0,26.83340576,35.03741554,400,400,400,400,11802,0.63852191,
23:23.8,23.11996285,27.14082595,48.01185381,141619200,3291.076451,1837.534439,0,34.44757619,45.353573,2500,2500,2500,2500,11807,0.327629089,
23:24.8,27.16916348,27.16916348,48.01894556,141619200,3049.990167,2321.45408,0,44.96242248,47.42163206,1500,1500,1500,1500,11812,0.364646912,
23:25.8,20.77809271,19.78865973,48.02722462,141586432,3227.530402,1636.52216,0,25.77702548,33.46067293,1400,1400,1400,1400,11816,0.362943888,
23:26.8,31.16839665,30.1629645,47.9973815,141627392,3168.116704,2494.477164,0,37.95549775,48.12878339,2200,1500,1500,1500,11822,0.328264952,
23:27.8,21.04601858,20.04382722,48.01554409,141627392,2581.644946,1657.624511,0,40.89871174,45.33548113,1500,1500,1500,1500,11826,0.356053114,
23:28.8,30.73549593,29.74402832,48.02552388,141631488,3804.261222,2459.831142,0,36.09835123,46.77822901,2200,1500,1500,1500,11832,0.329711914,
23:29.8,31.10527995,31.10527995,48.03823129,141631488,3850.030941,2543.609183,0,37.28693235,43.85604007,1500,1500,1500,1500,11838,0.360107899,
23:30.8,21.16651469,21.16651469,48.10022799,141643776,2596.425802,1721.543195,0,42.50948704,42.99236563,2000,1500,1500,1500,11842,0.334300041,
23:31.8,29.78584306,29.78584306,48.11566299,141643776,3755.99481,2463.289221,0,41.05596928,44.05015827,1500,1500,1500,1500,11848,0.368027925,
23:32.8,21.17369452,21.17369452,48.12005922,141615104,2597.306528,1722.127154,0,42.49521535,40.07050023,1500,1500,1500,1500,11852,0.323779106,
23:33.8,31.69127689,30.70092449,48.13077707,141873152,3853.461199,2510.543341,0,48.16271582,40.85671554,1500,1500,1500,1500,11858,0.327748775,
23:34.8,30.32775547,30.32775547,48.14958145,141914112,3824.329964,2508.105377,0,36.42234991,45.8530311,1500,1500,1500,1500,11864,0.312800884,
23:35.8,24.15815373,23.19182758,48.16277021,141922304,3204.337511,1754.848287,0,36.58007895,41.94772245,400,400,400,400,11869,0.330061913,
23:36.8,28.14780451,28.14780451,48.15879111,141934592,3167.633286,2439.811484,0,35.20407066,45.95982749,1500,1500,1500,1500,11874,0.333914042,
23:37.8,23.2931297,23.2931297,48.16851419,141946880,2718.206962,1839.144502,0,31.96143967,40.80675752,500,500,500,500,11878,0.391577005,
23:38.8,11.18376237,10.1670567,48.17451491,141950976,1336.967956,840.8155889,0,27.70412136,37.09554986,1300,1300,1300,1300,11880,0.352562189,
23:39.8,19.77363407,19.77363407,48.18250517,141950976,2493.455256,1635.279538,0,28.55941587,36.73879518,400,400,400,400,11884,0.31045413,
23:40.8,3.006780023,4.00904003,48.01673141,141950976,687.5503652,477.0757636,0,40.10434053,48.69098434,1500,1500,1500,1500,11884,0.405997992,
23:41.8,0,1.004395775,48.02465747,141955072,0,174.7648649,0,36.44180789,43.25052196,400,400,400,400,11885,0.31578207,
23:42.8,0.992356604,0.992356604,48.02144853,141914112,95.26623402,95.26623402,0,33.70471016,38.51858404,400,400,400,400,11885,0.348256826,
23:43.8,1.002499396,1.002499396,48.01111576,141914112,54.1349674,54.1349674,0,26.35508647,42.92337786,1200,1200,1200,1200,11885,0.318680048,
23:44.8,20.10648284,20.10648284,48.01233514,141955072,2535.427487,1662.806131,0,31.69623369,37.45624098,1500,1500,1500,1500,11888,0.330479145,
23:45.8,33.6891901,35.67090717,48.07699526,141963264,4145.7521,2881.416612,0,34.58085865,43.22409536,1200,1200,1200,1200,11896,0.409013033,
23:46.8,26.1099234,25.10569558,48.07003186,142225408,3462.577534,2128.962985,0,42.33406044,44.90059178,1200,1200,1200,1200,11901,0.304836035,
23:47.8,29.97467064,28.97551495,48.06512218,142229504,3713.861692,2412.960987,0,44.17199975,43.46780841,1400,1400,1400,1400,11906,0.329967022,
23:48.8,18.02780639,20.03089599,48.08177658,142188544,1904.938209,1658.558188,0,38.60352959,40.07588601,400,400,400,400,11910,3.407020092,
23:49.8,31.20101749,30.19453305,48.09320042,142233600,3873.958591,2497.087884,0,39.0622509,43.84478387,400,400,400,400,11916,0.316962957,
23:50.8,30.66808026,30.66808026,48.14544193,142237696,3795.916902,2507.857531,0,37.77114894,43.80331125,1400,1400,1400,1400,11922,0.344336033,
23:51.8,24.16652783,25.17346649,48.16225677,142241792,3296.717171,1895.058557,0,36.66917376,45.44891971,400,400,400,400,11927,0.318452835,
23:52.8,25.80551649,24.81299662,48.17284626,142241792,3008.32771,2236.147256,0,35.66084271,42.79165447,500,500,500,500,11932,0.385733128,
